Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,94000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,123000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,139000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,160000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,170000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,195000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,216000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,238000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,245000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,10000,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,25000,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,57000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,339000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,19000,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,23000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,27000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,32000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,38000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,43000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,47000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,54000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,59000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,66000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,7000,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,10000,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,14000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,101000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,Income Tax,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,1000,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,2000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,2000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,3000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,3000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,3000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,4000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,4000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,5000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,5000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,0,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,0,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,1000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,6000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,ACC Levy,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,17000,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,15000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,8000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,7000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,6000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,4000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,5000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,4000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,2000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,3000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,31000,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,27000,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,16000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,4000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,Core Benefits,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,7000,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,6000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,7000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,11000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,10000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,21000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,15000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,15000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,16000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,22000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,2000,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,2000,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,3000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,31000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,Self-Employment Income,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,13000,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,11000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,8000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,4000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,4000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,3000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,4000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,3000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,2000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,3000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,16000,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,14000,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,14000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,WFF,3000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,WFF,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,9000,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,8000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,5000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,3000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,3000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,2000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,3000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,2000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,1000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,2000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,15000,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,12000,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,10000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,FTC,2000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,FTC,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,MFTC,0,11000
